ball,bowler_batsman,result,commentary,length,line
60.3,"Cummins to Rahane, 1 run",1,"good length on leg stump, pushed to deep square's right off the back foot",Good,Off Stump
60.2,"Cummins to Rahane, no run",â€¢,"short at off stump, looks for the pull, through it too early and cops that one the body",Short,Off Stump
60.1,"Cummins to Kohli, 1 run",1,"inside edge past short leg for the fifty. It's been a gritty innings, with some luck, and not his usual flair. But a very well constructed one. This time he's looking to punch through cover at a length ball outside off",Good,Outside Off
59.6,"Lyon to Rahane, no run",â€¢,"short of a length at off stump, defended on the back foot",Good,Off Stump
59.5,"Lyon to Rahane, 2 runs",2,short of a length and pushed across off stump. Backs away and cuts to point's left,Good,Outside Off
59.4,"Lyon to Rahane, no run",â€¢,short of a length and turning in outside off. Cut to cover point,Good,Outside Off
59.3,"Lyon to Rahane, no run",â€¢,short of a length and ripping into the body. Hurriedly glanced to backward square,Good,Unknown
59.2,"Lyon to Kohli, 3 runs",3,"thick outside edge. Beaten by the drift and dip. Good length and wide outside off, chases with his hands for a big drive. It's ended up square of cover point",Good,Outside Off
59.1,"Lyon to Kohli, no run",â€¢,"good length and down leg, left alone",Good,Leg Stump
58.6,"Cummins to Rahane, no run",â€¢,"138kph, short and in the corridor. Comfortably sways away from that",Short,Outside Off
58.5,"Cummins to Rahane, no run",â€¢,"good length in the corridor, defended on the back foot",Good,Outside Off
58.4,"Cummins to Rahane, no run",â€¢,"good length on leg stump, defended on the back foot",Good,Leg Stump
58.3,"Cummins to Rahane, no run",â€¢,"good length and a touch wide outside off, 141kph. Left alone",Good,Outside Off
58.2,"Cummins to Rahane, no run",â€¢,"bouncer at a leg stump line, ducks under it",Short,Leg Stump
58.1,"Cummins to Rahane, no run",â€¢,"136kph, good length and in the corridor. Nicely behind the line to defend this",Good,Outside Off
57.6,"Lyon to Kohli, no run",â€¢,"good length on middle, pushed into the leg side off the back foot",Good,Off Stump
57.5,"Lyon to Kohli, FOUR runs",4,"too full again. Lobbed wide outside off, Kohli is to the pitch and gives it a gentle punch. Green chases from cover point and manages to make contact with a big dive, but his body has taken the ball over the line with it",Full,Outside Off
57.4,"Lyon to Rahane, 1 run",1,short and turning into the corridor. Punched to cover point's right off the back foot,Good,Outside Off
57.3,"Lyon to Rahane, FOUR runs",4,neatly done. A touch too full from Lyon. Outside off and drifting away but Rahane's foot is quickly out to the pitch of it. Driven through the vacant covers,Full,Outside Off
57.2,"Lyon to Rahane, no run",â€¢,"good length and spinning in at off stump, defended on the front foot",Good,Off Stump
57.1,"Lyon to Kohli, 1 run",1,"tossed up outside off, reaches out and flicks down to deep mid-on",Full,Outside Off
56.6,"Cummins to Rahane, no run",â€¢,"good length and at off stump, solidly blocked on the front foot",Good,Off Stump
56.5,"Cummins to Rahane, no run",â€¢,"140kph, full and at off stump. Blocked into the covers",Full,Outside Off
56.4,"Cummins to Kohli, 1 run",1,"good length at off stump, shuffles and clips to deep square",Good,Off Stump
56.3,"Cummins to Kohli, no run",â€¢,"short of a length outside off, left alone",Good,Outside Off
56.2,"Cummins to Kohli, no run",â€¢,"135kph, good length and at off stump. Gets forward to defend, off the outside half to gully",Good,Outside Off
56.1,"Cummins to Kohli, no run",â€¢,"good length and down leg side, shuffles and can't get bat on the glance",Good,Leg Stump
55.6,"Lyon to Rahane, no run",â€¢,"tossed up outside off, blocked on the front foot",Full,Outside Off
55.5,"Lyon to Rahane, no run",â€¢,"dropped short. Gets an under-edge on the pull, can't beat backward square to the left",Short,Unknown
55.4,"Lyon to Rahane, no run",â€¢,"short of a length and hurrying him at off stump, backs away and cuts to cover point",Good,Outside Off
55.3,"Lyon to Rahane, no run",â€¢,"good length outside off, blocked on the front foot",Good,Outside Off
55.2,"Lyon to Kohli, 1 run",1,"good length and into the pads, dabbed to backward square off the back foot",Good,Off Stump
55.1,"Lyon to Kohli, no run",â€¢,"past the outside edge. Lovely drift away from outside off, draws Kohli into the cover drive and beats him",Good,Outside Off
54.6,"Labuschagne to Rahane, no run",â€¢,"tossed up nicely on middle stump, nice stride forward to smother it",Full,Middle Stump
54.5,"Labuschagne to Kohli, 1 run",1,"back of a length on off stump, goes on with the angle, clipped to the right of midwicket",Good,Off Stump
54.4,"Labuschagne to Kohli, no run",â€¢,"flat length ball spinning away from off stump, steps across and clips against the turn to midwicket",Good,Off Stump
54.3,"Labuschagne to Rahane, 1 run",1,"loopy full-toss outside off, punched to deep cover",Yorker,Outside Off
54.2,"Labuschagne to Rahane, no run",â€¢,"back of a length, spins away from off stump, punched past the diving short cover fielder, towards mid-off",Good,Outside Off
54.1,"Labuschagne to Kohli, 1 run",1,"back of a length on off stump, punched to deep cover",Good,Outside Off
53.6,"Lyon to Kohli, 1 run",1,"slow flight wide of off, gets a big stride forward, lets the ball hit his bat, and roll out into the point region so he can steal a single",Unknown,Outside Off
53.5,"Lyon to Kohli, no run",â€¢,"flatter, spins in towards off stump. Goes back to clip into the ground, to short leg",Good,Off Stump
53.4,"Lyon to Kohli, no run",â€¢,"goes a bit shorter, goes back to try and work it past midwicket. Not as much turn as he expects, so he can't get the power or placement he wants",Short,Unknown
53.3,"Lyon to Kohli, no run",â€¢,"skips out of his crease now, clips the flighted ball back to the bowler. Slightly closer to off stump",Unknown,Off Stump
53.2,"Lyon to Kohli, no run",â€¢,"dangled up even wider, stretches out for a push into the point region. This time the keeper moves swiftly to cut off the single",Unknown,Outside Off
53.1,"Lyon to Kohli, no run",â€¢,"tossed up wide of off, stretches out to clip it into the on side, looking for the single to long-on, but short midwicket moves quickly to intercept",Full,Outside Off
52.6,"Green to Rahane, no run",â€¢,"length ball close to off stump, defended into the covers. Top stuff from Australia's fifth bowler",Good,Outside Off
52.5,"Green to Rahane, no run",â€¢,"length ball, fifth-stump line, left alone",Good,Unknown
52.4,"Green to Rahane, no run",â€¢,"length ball tight on off stump. Gets forward to defend with soft hands, behind square on the off side",Good,Off Stump
52.3,"Green to Rahane, no run",â€¢,"shortish, angling into middle stump. Gets on top of the bounce and defends into the on side",Short,Middle Stump
52.2,"Green to Rahane, no run",â€¢,"back of a length outside off, punched watchfully to point",Full,Outside Off
52.1,"Green to Rahane, no run",â€¢,"length ball outside off, left alone",Good,Outside Off
51.6,"Lyon to Rahane, 1 run",1,"beautifully bowled. After that quicker, straighter one, here's one dangled up slow and quite full, wide of off. Plays a half-hearted push away from the body, not the full-blooded drive, and slices it through the backward point region",Full,Outside Off
51.5,"Lyon to Rahane, no run",â€¢,"nicely bowled, well played. Good length, a bit quicker. Presses forward to defend, doesn't let his bat go searching in front of his pad, and almost lets ball hit bat. Into the on side",Good,Leg Stump
51.4,"Lyon to Rahane, no run",â€¢,"back of a length, and Rahane gets back and across to defend into the off side",Good,Off Stump
51.3,"Lyon to Rahane, no run",â€¢,"tossed up outside off, stretches out to defend into the off side",Full,Outside Off
51.2,"Lyon to Kohli, 1 run",1,"this is dangerous from Kohli, this big stretch at the flighted ball wide of off. Doesn't get near the pitch, and then his hands take over, a turn of the wrists, and that runs away to the left of leg gully, off the inside half",Unknown,Outside Off
51.1,"Lyon to Kohli, no run",â€¢,"tossed up slow outside off, big stretch out, defended towards short leg off the inside half of the bat",Full,Outside Off
50.6,"Green to Rahane, no run",â€¢,"back of a length outside off, left alone",Good,Outside Off
50.5,"Green to Rahane, no run",â€¢,"short, rising ball over off stump. Sways his upper body away from the line",Short,Off Stump
50.4,"Green to Rahane, no run",â€¢,"in the blockhole, almost, on middle stump. Clipped to midwicket",Unknown,Middle Stump
50.3,"Green to Rahane, no run",â€¢,"ooh, past the edge. Back of a length, straightens in the corridor, and Rahane looks to defend off the back foot and is beaten. Didn't let his hands get drawn to the movement, though",Good,Outside Off
50.2,"Green to Rahane, no run",â€¢,"fullish outside off, left alone",Full,Outside Off
50.1,"Green to Kohli, 1 run",1,"shortish, angling down leg, tucked off the hip to deep backward square leg",Short,Off Stump
49.6,"Lyon to Rahane, no run",â€¢,"tossed up slower outside off, draws Rahane into the forward stretch to defend to short leg",Full,Outside Off
49.5,"Lyon to Rahane, no run",â€¢,"quickish, turning in from outside off, stays back and defends it back to the bowler",Unknown,Outside Off
49.4,"Lyon to Pujara, OUT",W,"steps out and there's a huge appeal after the ball lobs off the pad to the fielder at leg gully. Not given, and Australia have reviewed. They did so especially because Pujara seemed to start walking before stopping in his tracks, and you can see why. Lyon's made the big breakthrough here. His changes of pace today have been excellent. Just a bit quicker, and Pujara can't get anywhere near the pitch of it to kick it away. Has to try and defend hurriedly, and there's extra bounce, and he gets a thick edge into pad, which lobs up to that man at leg gully. Huge breakthrough just when Pujara seemed set to turn the momentum around",Unknown,Outside Off
49.3,"Lyon to Pujara, 2 runs",2,"again just a touch short. This is the result of all the pressure Pujara puts on spinners with his forays down the pitch. Skips back, makes some room, and punches through cover point",Good,Outside Off
49.2,"Lyon to Pujara, no run",â€¢,"flat, turning down the leg side. Looks to flick and misses, and there's a huge orchestrated appeal from the close-in fielders. I don't think they thought it hit anything. Maybe thigh pad",Good,Leg Stump
49.1,"Lyon to Pujara, no run",â€¢,"floats it up wide of off, and Pujara steps out and kicks it back to the bowler",Unknown,Outside Off
48.6,"Green to Kohli, no run",â€¢,"length ball close to off stump, presses forward to block into the covers",Good,Outside Off
48.5,"Green to Kohli, no run",â€¢,"back of a length close to off stump, defended towards point",Good,Outside Off
48.4,"Green to Pujara, 1 run",1,"overpitched, angling down leg, clipped to long leg",Unknown,Leg Stump
48.3,"Green to Pujara, no run",â€¢,"full, on the pads, and there's a fielder at forward square leg to stop exactly that sort of flick",Full,Leg Stump
48.2,"Green to Pujara, no run",â€¢,"back of a length on off stump. Defended into the point region. Bat sliced across the line ever so slightly, and the ball squirted away off the outside half of it",Good,Outside Off
48.1,"Green to Pujara, no run",â€¢,"bouncer over off stump, ducks nice and low and stays under it",Short,Off Stump
47.6,"Lyon to Pujara, 1 run",1,"tossed up a little higher outside off. Goes forward to play pad-first, and the ball flies past the left hand of the diving silly point fielder. Pad onto bat? Yup. Extra bouce, and the glove being really close to the flap of the pad",Full,Outside Off
47.5,"Lyon to Pujara, no run",â€¢,flat length ball attacking off stump. Well bowled. Keeps his pad out of the way and defends to short leg,Good,Off Stump
47.4,"Lyon to Pujara, no run",â€¢,"skips out again, the line is close enough to off stump to whip it into the square-leg region",Unknown,Off Stump
47.3,"Lyon to Pujara, FOUR runs",4,"and then he gets two in two. Typical Pujara. Skips out, expecting the flight, and reaches the pitch of this off-stump ball to whip it to the right of midwicket. Super shot",Unknown,Off Stump
47.2,"Lyon to Pujara, FOUR runs",4,"just a touch short, rocks back, makes a bit of room, and picks up his first boundary with a forcing punch through cover point. Quick feet, quick hands too. It's taken him 148 balls to pick up this boundary",Good,Outside Off
47.1,"Lyon to Pujara, no run",â€¢,"back of a length, spinning in from outside off, goes back and whips to midwicket",Good,Outside Off
46.6,"Green to Kohli, no run",â€¢,"bouncer rising high over off stump, ducks his upper body neatly under it",Short,Off Stump
46.5,"Green to Kohli, no run",â€¢,"shortish on off stump, hops across and clips watchfully to midwicket",Full,Off Stump
46.4,"Green to Kohli, no run",â€¢,"full, angling into off stump, blocked to mid-on",Full,Off Stump
46.3,"Green to Kohli, FOUR runs",4,"full outside off, and that's the first time Kohli's attempted that hard-hands cover drive as far as I can remember. Not quite up there for the drive, and he plays with a slightly open face and the thick edge flies between second slip and gully",Full,Outside Off
46.2,"Green to Kohli, no run",â€¢,"back of a length close to off stump, gets behind it to defend into the on side",Good,Off Stump
46.1,"Green to Kohli, no run",â€¢,"full on off stump, defended past the bowler to mid-off",Full,Off Stump
46.1,"Green to Kohli, (no ball)",1nb,"back of a length, tight line in the corridor, left alone",Good,Outside Off
45.6,"Lyon to Kohli, 1 run",1,"nicely played. Long-on is back, and the flighted ball is clipped there for a single after Lyon slightly overpitches a flighted ball outside off",Good,Outside Off
45.5,"Lyon to Kohli, no run",â€¢,"slow loop outside off, big stretch out to clip to midwicket",Unknown,Outside Off
45.4,"Lyon to Kohli, no run",â€¢,"a bit flatter outside off, gets back and across and defends with soft hands into the on side",Good,Outside Off
45.3,"Lyon to Kohli, no run",â€¢,"tossed up, off-stump line, presses forward and clips it square on the leg side",Full,Off Stump
45.2,"Lyon to Kohli, no run",â€¢,"tossed up slower outside off, stretches out to clip watchfully into the on side",Full,Outside Off
45.1,"Lyon to Pujara, 1 run",1,"this is a better line, I think. Straighter, bringing those leg-side catchers into play. Goes back, looks to whip it away, and the ball hits the inside half of the bat and flies to the left of the diving leg gully fielder",Unknown,Outside Off
44.6,"Green to Kohli, no run",â€¢,"length ball close to off stump, steps across and defends into the point region",Good,Outside Off
44.5,"Green to Kohli, no run",â€¢,"back of a length outside off, left alone",Good,Outside Off
44.4,"Green to Kohli, 2 runs",2,"full on off stump, slightly overpitched, uses the angle and clips to the left of long leg",Full,Off Stump
44.3,"Green to Kohli, no run",â€¢,"shortish over off stump, rides the bounce and defends with soft hands to midwicket",Short,Off Stump
44.2,"Green to Kohli, no run",â€¢,"short, a bit of width, but the bounce forces Kohli to check himself and not play a full-blooded cut. Taps down on top of the bounce to the man at a deepish point",Full,Outside Off
44.1,"Green to Kohli, no run",â€¢,"back of a length, steep bounce over off stump. Rides it and defends with soft hands, into the pitch",Good,Off Stump
43.6,"Lyon to Pujara, no run",â€¢,"again the wide line and some flight. Stretches out to pad it, and it turns less than expected and misses the pad. Straight into Paine's gloves",Unknown,Outside Off
43.5,"Lyon to Pujara, no run",â€¢,"a touch shorter, spinning in towards off stump. Goes back and punches watchfully to point",Full,Outside Off
43.4,"Lyon to Pujara, no run",â€¢,"nicely bowled. Full, angling in and pitching on off. Stretches out and clips watchfully into the on side",Full,Off Stump
43.3,"Lyon to Pujara, no run",â€¢,"again the line wide of off. A couple of steps out, bat behind pad, kicked loopily over silly point's head",Unknown,Outside Off
43.2,"Lyon to Pujara, no run",â€¢,"tossed up wide of off, stretches out and pads it away. Not enough turn so early in the game to get an lbw from there",Full,Outside Off
43.1,"Lyon to Pujara, 2 runs",2,"down the track and Lyon floats this wider and fuller, allowing Pujara to reach the pitch of it and drive through point. Slices it a little, off the outer half of the bat",Full,Outside Off
42.6,"Starc to Kohli, FOUR runs",4,"short, gets up to chest height over off stump, Kohli plays a controlled checked pull, just turns his wrists over at impact and barely has a follow-through, and he finds the gap to the right of midwicket",Short,Off Stump
42.5,"Starc to Kohli, no run",â€¢,"lovely delivery. Length, slanting across and finishing in the fourth-stump channel. Good leave",Good,Unknown
42.4,"Starc to Kohli, no run",â€¢,"short, rising ball slanting across into the corridor. Shuffles across to defend to gully",Short,Outside Off
42.3,"Starc to Kohli, no run",â€¢,"lucky for Kohli, that lands in no-man's land. Shortish, and Kohli looks to work it against the angle. Extra bounce, and it hits his glove and pops up high, but lands in unoccupied territory in the backward square leg region. The physio comes out to check on Kohli. Might have jammed his right thumb against the handle",Short,Leg Stump
42.2,"Starc to Kohli, no run",â€¢,"back of a length on off stump, defended with soft hands into the gully region",Good,Outside Off
42.1,"Starc to Kohli, no run",â€¢,"back of a length on off stump, defended into the point region",Good,Outside Off
41.6,"Lyon to Pujara, no run",â€¢,"quick flight outside off, and Pujara kicks it straight to silly point. Australia appeal, not sure if it's for a catch or for lbw. Not given, not reviewed. Not sure he left his bat or glove near that, but we'll have to see replays. The quicker pace foxed Pujara there. Made him kick out without stepping out of the crease",Unknown,Outside Off
41.5,"Lyon to Kohli, 1 run",1,"tossed up slow, pitching on off stump. Gets a big stride out to clip into the square-leg region",Full,Off Stump
41.4,"Lyon to Kohli, no run",â€¢,"back of a length on off stump, punched back to the bowler",Good,Off Stump
41.3,"Lyon to Kohli, no run",â€¢,"a little flatter, goes back and clips into the on side",Good,Unknown
41.2,"Lyon to Kohli, no run",â€¢,once again that loop outside off and the big stretch from Kohli. Defended on the bounce to short leg,Short,Outside Off
41.1,"Lyon to Kohli, no run",â€¢,"tossed up outside off, stretches out to defend into the on side with the turn",Full,Outside Off
40.6,"Starc to Pujara, no run",â€¢,"full, angling into middle stump, almost in the blockhole. Jabbed back to the bowler",Full,Middle Stump
40.5,"Starc to Pujara, no run",â€¢,"back of a length, angling in over off stump, stays slightly leg-side of the ball, rises to his toes, and defends right on top of the bounce, into the pitch",Good,Off Stump
40.4,"Starc to Pujara, no run",â€¢,"back of a length. angling in towards off stump, gets on top of the bounce and defends towards midwicket",Good,Off Stump
40.3,"Starc to Pujara, no run",â€¢,"length ball angling in towards off stump, blocked back to the bowler",Good,Off Stump
40.2,"Starc to Pujara, no run",â€¢,"shortish in the corridor, left alone",Short,Outside Off
40.1,"Starc to Kohli, 1 run",1,"well played. Length ball, slanting across to off stump, no swing. Stays back, lets it come, and dabs gently into the cover point region for the quick single",Good,Outside Off
39.6,"Lyon to Pujara, no run",â€¢,"good length outside off, steps out and plants the front leg out. It pings down the pitch. The bat was withdrawn behind the front pad",Good,Outside Off
39.5,"Lyon to Pujara, no run",â€¢,"short of a length outside off, steps out and offers the pad",Good,Outside Off
39.4,"Lyon to Pujara, no run",â€¢,"short of a length and into the body, defended off the back foot",Good,Off Stump
39.3,"Lyon to Pujara, no run",â€¢,"good length and into middle, defended past short leg",Good,Middle Stump
39.2,"Lyon to Pujara, no run",â€¢,"lobs up off his body and short leg is diving across the pitch trying to get this. That kicked up from outside off, not sure if he got bat or glove on that as he looked to smother it",Short,Outside Off
39.1,"Lyon to Pujara, no run",â€¢,"kicks it away. Good length outside off, jumps at it and can't get to the pitch",Good,Outside Off
38.6,"Starc to Kohli, no run",â€¢,"short at off stump, defended off the back foot",Short,Off Stump
38.5,"Starc to Kohli, no run",â€¢,"short and wide outside off, left alone",Short,Outside Off
38.4,"Starc to Kohli, no run",â€¢,"full and just outside off, driven into the off side",Full,Outside Off
38.3,"Starc to Kohli, no run",â€¢,"good length just outside off, pats it to point's right. Wants to pinch the run but Pujara says no",Good,Outside Off
38.2,"Starc to Kohli, no run",â€¢,"good length outside off, punched on the rise to mid-off",Good,Outside Off
38.1,"Starc to Kohli, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
37.6,"Lyon to Pujara, no run",â€¢,"good length in the corridor, punched to midwicket's right off the back foot",Good,Outside Off
37.5,"Lyon to Pujara, no run",â€¢,"good length on middle stump, defended to short fine off the thick outside edge",Good,Off Stump
37.4,"Lyon to Pujara, no run",â€¢,"short of a length, cramped by the turn on the back foot. Pushes it back to the bowler",Good,Unknown
37.3,"Lyon to Pujara, no run",â€¢,"good length and turning into off, defended off the back foot",Good,Off Stump
37.2,"Lyon to Pujara, no run",â€¢,"good length outside off, steps out and whips firmly into the leg side. Can't beat short midwicket to the left",Good,Outside Off
37.1,"Lyon to Pujara, no run",â€¢,short of a length and turning rapidly into leg stump. Nudged to short fine off the back foot,Good,Off Stump
36.6,"Starc to Kohli, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
36.5,"Starc to Kohli, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
36.4,"Starc to Kohli, no run",â€¢,"full on middle stump, shuffles and flicks to midwicket",Full,Middle Stump
36.3,"Starc to Kohli, no run",â€¢,"yorker at off stump, jammed into the covers",Yorker,Outside Off
36.2,"Starc to Kohli, no run",â€¢,"good length at off stump, defended off the back foot",Good,Off Stump
36.1,"Starc to Kohli, FOUR runs",4,whipped through midwicket. Good length and in the corridor. Gets the front leg across and that head is so still as he fetches this from outside off,Good,Outside Off
35.6,"Lyon to Kohli, 1 run",1,"full outside off, reaches out and drives with the turn to deep mid-on",Full,Outside Off
35.5,"Lyon to Kohli, no run",â€¢,"short of a length, rising into the body. Clipped to backward square off the back foot",Good,Off Stump
35.4,"Lyon to Kohli, no run",â€¢,"length and turning into middle stump, patted to square leg off the back foot",Good,Off Stump
35.3,"Lyon to Kohli, no run",â€¢,"good length outside off, gets forward and flicks it back to the bowler",Good,Outside Off
35.2,"Lyon to Kohli, no run",â€¢,"good length outside off, defended on the front foot",Good,Outside Off
35.1,"Lyon to Kohli, no run",â€¢,"Paine asks a question for catch behind, down leg side. Runs the DRS timer down to 2 seconds before deciding against the review. Big turn and bounce for Lyon. Short of a length and spinning down leg side. He was beaten on the attempted glance. Lyon didn't think anything of it. Replays suggest there might have been glove on that. Seemed to be a tiny spot on the thermal imaging",Good,Leg Stump
34.6,"Cummins to Pujara, no run",â€¢,"short at off stump, defended off the back foot",Short,Off Stump
34.5,"Cummins to Pujara, no run",â€¢,length and into off stump. Pushed to midwicket off the back foot,Good,Off Stump
34.4,"Cummins to Pujara, no run",â€¢,"good length outside off, defended on the front foot",Good,Outside Off
34.3,"Cummins to Pujara, no run",â€¢,short and up at the ribs. Solidly defended off the back foot,Short,Off Stump
34.2,"Cummins to Pujara, 2 runs",2,"good length and into leg stump, shuffles and flicks to fine leg's left",Good,Leg Stump
34.1,"Cummins to Pujara, no run",â€¢,"139kph bouncer at middle and off, ducks to let it go",Short,Off Stump
33.6,"Lyon to Kohli, no run",â€¢,"good length and turning into off stump, defends onto his boot",Good,Off Stump
33.5,"Lyon to Kohli, no run",â€¢,"good length outside off, blocked on the front foot",Good,Outside Off
33.4,"Lyon to Kohli, no run",â€¢,"good length outside off, defended down the pitch",Good,Outside Off
33.3,"Lyon to Kohli, no run",â€¢,short of a length and turning into middle stump. Whipped into the leg side,Good,Middle Stump
33.2,"Lyon to Kohli, FOUR runs",4,"crunched over the bowler. Nicely to the pitch, is Kohli. More assured than Pujara was last over. Good length outside off, uses the turn and bounce to loft this",Good,Outside Off
33.1,"Lyon to Kohli, no run",â€¢,"good length on off stump, defended off the front foot",Good,Off Stump
32.6,"Cummins to Pujara, no run",â€¢,"past the outside edge. Straightens from a length outside off, he gets his hands away from the body to feel for this",Good,Outside Off
32.5,"Cummins to Pujara, no run",â€¢,good length and angled into off stump from wide of the crease. Dead-batted into the pitch,Good,Outside Off
32.4,"Cummins to Pujara, no run",â€¢,short and into the hips. Gets the bottom hand off as he defends into the leg side,Short,Off Stump
32.3,"Cummins to Pujara, no run",â€¢,"bouncer at off stump, sways to let that pass",Short,Off Stump
32.2,"Cummins to Pujara, no run",â€¢,good length and in the corridor. Defended solidly from the crease,Good,Outside Off
32.1,"Cummins to Pujara, no run",â€¢,"good length at off stump, defended off the back foot",Good,Off Stump
31.6,"Lyon to Kohli, no run",â€¢,"good length outside off, reaches out and pokes into the covers",Good,Outside Off
31.5,"Lyon to Pujara, 3 runs",3,"length outside off, steps out and gets to the pitch of this. Jabs it into the vast expanses of the covers",Good,Outside Off
31.4,"Lyon to Pujara, no run",â€¢,"steps out and gets an inside edge. Out to this one at off stump, not to the pitch again, flicks hurriedly towards the leg side",Unknown,Off Stump
31.3,"Lyon to Pujara, no run",â€¢,"pings past silly point. Steps out again at a length ball outside off, jams at it. Not sure if there was bat on that",Good,Outside Off
31.2,"Lyon to Pujara, no run",â€¢,steps out and kicks it away. Not to the pitch of this,Unknown,Unknown
31.1,"Lyon to Pujara, 2 runs",2,short of a length and turning into the corridor. Gets steep as he backs away for the cut. Gets it fine of point,Good,Outside Off
30.6,"Cummins to Kohli, no run",â€¢,"short and in the corridor. Shuffles into line, gets on top of the bounce and defends into the covers. Looks like that slowed down coming on to him, he was in position early and had to adjust",Good,Outside Off
30.5,"Cummins to Kohli, no run",â€¢,"short at middle stump, ducks to let it go",Short,Middle Stump
30.4,"Cummins to Kohli, no run",â€¢,"short of a length and rising up outside off, thinks of the jab but withdraws late to let that go",Good,Outside Off
30.3,"Cummins to Kohli, 2 runs",2,"good length outside off, lunges out at that and drives on the rise. It's off the open face and between gully and point",Good,Outside Off
30.2,"Cummins to Kohli, no run",â€¢,"short of a length outside off, left alone",Good,Outside Off
30.1,"Cummins to Kohli, 2 runs",2,good length and into the body. Pushes on the front foot and gets it past short leg off the thick inside edge,Good,Off Stump
29.6,"Hazlewood to Kohli, 3 leg byes",3lb,good length and onto the pads. Tickles that fine off the thigh and it slows down as it approaches the boundary,Good,Off Stump
29.5,"Hazlewood to Pujara, 1 run",1,"good length at off stump, defended into the covers with soft hands",Good,Outside Off
29.4,"Hazlewood to Kohli, 1 run",1,hurried pull. Not fully balanced as he gets this out to deep square. A short one from off stump,Full,Off Stump
29.3,"Hazlewood to Kohli, no run",â€¢,"good length at middle stump, defended on the front foot",Good,Middle Stump
29.2,"Hazlewood to Pujara, 1 run",1,short of a length and seams away in the corridor. Nicely on top of that to drop it into the off side,Good,Outside Off
29.1,"Hazlewood to Pujara, no run",â€¢,"good length at middle stump, pushed to mid-on with the angle",Good,Middle Stump
28.6,"Cummins to Kohli, no run",â€¢,"beaten. Kohli stuck on the back foot. It's a length ball that skids on in the corridor. Appears like it kept low, but it might also be a case of Kohli not being forward enough",Good,Outside Off
28.5,"Cummins to Kohli, 2 runs",2,"awkward fend and there's no leg gully. Kohli unsure how to deal with this one. Bouncer up at his front shoulder. Got inside the line and was looking to duck, but that kept coming at him and he took the right hand off and looked to pat it with the bat while being stuck in an evasive position. It took his glove and went fine",Short,Outside Off
28.4,"Cummins to Pujara, 1 run",1,"good length at middle stump, tentative stab off the back foot. Thick inside edge trickles to fine leg",Good,Off Stump
28.3,"Cummins to Pujara, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
28.2,"Cummins to Pujara, no run",â€¢,oooh vicious. But a great leave. Cummins in prime rhythm today. Short one climbs up from outside off and also jags inwards off the seam. Keeps following Pujara who drops the hands quickly as he arches backwards to let that go,Short,Outside Off
28.1,"Cummins to Pujara, no run",â€¢,good length and in at off stump. Defended on the front foot,Good,Off Stump
27.6,"Hazlewood to Kohli, no run",â€¢,"good length on off stump, defended off the back foot",Good,Off Stump
27.5,"Hazlewood to Kohli, no run",â€¢,"good length and angled into off stump. Shuffles and checks his flick, can't get it past mid-on",Good,Off Stump
27.4,"Hazlewood to Kohli, no run",â€¢,good length and a bit of bend into middle stump. Gets forward and blocks towards mid-on,Good,Middle Stump
27.3,"Hazlewood to Pujara, 1 run",1,"length and into the pads, clipped to fine leg",Good,Leg Stump
27.2,"Hazlewood to Pujara, no run",â€¢,"bouncer at an off stump line, left alone",Short,Off Stump
27.1,"Hazlewood to Pujara, no run",â€¢,"short of a length at off stump, defended off the back foot",Good,Off Stump
26.6,"Cummins to Kohli, no run",â€¢,good length at off stump defended into the covers,Good,Outside Off
26.5,"Cummins to Kohli, no run",â€¢,"short of a length and wide outside off, left alone",Good,Outside Off
26.4,"Cummins to Kohli, no run",â€¢,"good length wide outside off, left alone",Good,Outside Off
26.3,"Cummins to Kohli, no run",â€¢,"good length outside off, left alone",Good,Outside Off
26.2,"Cummins to Kohli, no run",â€¢,"just short of short leg! Good length and jagging back in off the seam. It's into Kohli's pad, but has taken something before - glove. Lobs up for Wade who lunges but can't scoop that up",Good,Off Stump
26.1,"Cummins to Kohli, no run",â€¢,"good length and just outside off, gets forward to defend and it rolls into the cordon off the outside edge",Good,Outside Off
25.6,"Hazlewood to Pujara, no run",â€¢,good length and in the corridor. Left alone,Good,Outside Off
25.5,"Hazlewood to Pujara, no run",â€¢,"good length and slanted in at middle stump, defended off the back foot",Good,Off Stump
25.4,"Hazlewood to Pujara, no run",â€¢,"full and into off stump, defended down the pitch",Full,Off Stump
25.3,"Hazlewood to Pujara, no run",â€¢,"good length outside off, movement away off the seam. Left alone",Good,Outside Off
25.2,"Hazlewood to Pujara, no run",â€¢,"good length at off stump, defended off the back foot",Good,Off Stump
25.1,"Hazlewood to Pujara, no run",â€¢,"full and into middle stump, defended on the front foot",Full,Middle Stump
24.6,"Green to Kohli, no run",â€¢,"back of a length in the corridor, left alone",Good,Outside Off
24.5,"Green to Kohli, no run",â€¢,"back of a length, fourth-stump line. Straightens off the seam with some extra bounce, and Kohli is drawn to pushing at one outside off stump, for the first time in this innings. Manages to play it well enough, keeping it down into the slip cordon",Good,Outside Off
